time,ice_free,new_young,thin_FY,medium_FY,thick_FY,multiyear
2025-01-24,7246.954258431209,0.0,20041.116449947513,374684.42671088065,86243.73122077451,0.0
2025-01-25,7246.954258431209,0.0,12596.591425656814,372756.7786362747,95615.90431967119,0.0
2025-01-26,7246.954258431209,0.0,9348.143694560764,364635.71741786937,106985.41326917257,0.0
2025-01-27,7246.954258431209,0.0,6195.118042389289,342363.327811974,132410.82852723944,0.0
2025-01-28,7246.954258431209,0.0,956.1056022541622,341250.2211267575,138762.94765259104,0.0
2025-01-29,7246.954258431209,0.0,1483.9493907313963,358102.7474561662,121382.57753470514,0.0
2025-01-30,7246.954258431209,0.0,0.0,342538.3874038366,138430.8869777661,0.0
2025-01-31,7246.954258431209,0.0,1580.6289436731045,315171.5396834012,164217.10575452843,0.0
2025-02-01,7246.954258431209,0.0,6300.738581288388,267280.77552790346,207387.76027241081,0.0
2025-02-02,7246.954258431209,0.0,2840.4711064632097,275262.90530203143,202865.89797310805,0.0
2025-02-03,7246.954258431209,0.0,0.0,246917.9634240363,234051.31095756637,0.0
2025-02-04,7246.954258431209,0.0,0.0,230295.53786401133,250673.73651759134,0.0
2025-02-05,7246.954258431209,0.0,0.0,181292.40510135438,299676.8692802483,0.0
2025-02-06,7246.954258431209,0.0,0.0,157172.17535455688,323712.41440510604,84.6846219397883
2025-02-07,7246.954258431209,0.0,0.0,146471.96121287614,334497.31316872657,0.0
2025-02-08,7246.954258431209,0.0,0.0,112223.01941125133,368746.25497035135,0.0
2025-02-09,7246.954258431209,0.0,0.0,108092.98958723345,372876.28479436925,0.0
2025-02-10,7246.954258431209,0.0,0.0,96532.25839385185,384437.01598775084,0.0
2025-02-11,7246.954258431209,0.0,0.0,99007.62645351654,381961.6479280862,0.0
2025-02-12,7246.954258431209,0.0,0.0,96221.0013110551,384748.2730705476,0.0
2025-02-13,7246.954258431209,0.0,43.953688896171414,98837.87054953133,382087.4501431752,0.0
