date,seaice_extent
2024-12-04,115847.67695926578
2024-12-05,111031.75246569954
2024-12-06,114656.15618719881
2024-12-07,116447.70783495158
2024-12-08,121811.04636879454
2024-12-09,121811.04636879454
2024-12-10,85758.42685563175
2024-12-11,67272.09811700642
2024-12-12,76250.58865250013
2024-12-13,78520.10917731386
2024-12-14,78520.10917731386
2024-12-15,98776.44412986189
2024-12-16,125478.7525372887
2024-12-17,122432.54422071268
2024-12-18,127780.06553221386
2024-12-19,125992.94929292082
2024-12-20,139679.53743129747
2024-12-21,148014.27102189235
2024-12-22,165295.38254326256
2024-12-23,165296.47725225982
2024-12-24,175361.6122511716
2024-12-25,190696.1335089992
2024-12-26,197728.8777368332
2024-12-27,203567.1646921323
2024-12-28,208835.95088148623
2024-12-29,220575.3268695661
2024-12-30,212393.16593585367
2024-12-31,195400.44494406652
2025-01-01,195921.25859606208
2025-01-02,202365.0378417292
2025-01-03,208199.96953930735
2025-01-04,219353.19708511574
2025-01-05,232861.52025175572
2025-01-06,236409.95443431684
2025-01-07,240530.67615506542
2025-01-08,236451.2539574034
2025-01-09,238211.23334919178
2025-01-10,241734.70156768124
2025-01-11,240588.42679019162
2025-01-12,240038.79855938684
2025-01-13,244705.15544526232
2025-01-14,241776.3814006049
2025-01-15,236493.3412668588
2025-01-16,232989.96247847867
2025-01-17,238854.50275658426
2025-01-18,229535.516055921
2025-01-19,227775.02719043355
2025-01-20,234217.31404619745
2025-01-21,234779.75444475058
2025-01-22,247032.72569285857
2025-01-23,242973.90089720162
2025-01-24,233023.49150114745
2025-01-25,228356.95834654808
2025-01-26,242399.72109451785
2025-01-27,261052.37916459356
2025-01-28,269227.91997395386
2025-01-29,273893.9509447317
2025-01-30,269816.65006397304
2025-01-31,255795.97199735296
2025-02-01,240043.02862101706
2025-02-02,228312.0495168903
2025-02-03,216031.173712496
2025-02-04,204879.80727403375
2025-02-05,213730.30241546978
2025-02-06,218467.38617748802
2025-02-07,220250.08485250443
2025-02-08,219078.87294307823
2025-02-09,197996.0309386503
2025-02-10,195037.89950568334
2025-02-11,182650.5720994327
2025-02-12,156238.58320832893
2025-02-13,166818.66514782963
2025-02-14,190267.06968563353
2025-02-15,204318.44978449776
2025-02-16,214281.74705830246
2025-02-17,227758.38741474273
2025-02-18,247049.66642591235
2025-02-19,258749.28220448515
2025-02-20,262836.70399166545
2025-02-21,265765.21432984323
2025-02-22,262261.86392253067
2025-02-23,265174.9211331394
2025-02-24,273336.0815842484
2025-02-25,277996.32873212517
2025-02-26,283241.7327350196
2025-02-27,283246.88490833255
2025-02-28,283826.91427311546
2025-03-01,284405.54213053157
2025-03-02,283818.89257328736
2025-03-03,286722.4685097096
2025-03-04,289042.95498313394
2025-03-05,291953.06957961596
2025-03-06,295437.3142849208
2025-03-07,295444.4813682332
2025-03-08,297187.87500396755
2025-03-09,300679.75965617143
2025-03-10,298935.0210995403
2025-03-11,296619.90961342666
2025-03-12,295456.6326252651
2025-03-13,301263.0766374413
2025-03-14,302424.396490388
2025-03-15,303586.80941819237
2025-03-16,305909.0418370831
2025-03-17,303584.96524331113
2025-03-18,303585.9083014907
2025-03-19,304747.4045172137
2025-03-20,304747.4045172137
2025-03-21,305329.101244737
2025-03-22,304166.6089063921
2025-03-23,303584.0798944661
2025-03-24,304747.4045172137
2025-03-25,302419.951534518
2025-03-26,302419.951534518
2025-03-27,294864.3525227245
2025-03-28,293702.64555663103
2025-03-29,289625.50532112556
2025-03-30,285543.6794937786
2025-03-31,280275.41726957494
2025-04-01,273865.4636083996
2025-04-02,275623.289516856
2025-04-03,276202.3235400101
2025-04-04,279113.956013188
2025-04-05,279113.956013188
2025-04-06,279694.01108689344
2025-04-07,277941.45080455753
2025-04-08,280861.43870978075
2025-04-09,279695.84144256846
2025-04-10,281452.19394281745
2025-04-11,285532.31917427084
2025-04-12,291361.5418226312
2025-04-13,294853.2755706293
2025-04-14,294853.2755706293
2025-04-15,294853.2755706293
2025-04-16,295433.0225018795
2025-04-17,296602.85154764436
2025-04-18,296019.65720730834
2025-04-19,294268.3995786077
2025-04-20,294268.3995786077
2025-04-21,294851.5939189438
2025-04-22,295405.8566434568
2025-04-23,295405.8566434568
2025-04-24,289488.8232391148
2025-04-25,282356.0966984096
2025-04-26,275828.87288460886
2025-04-27,268644.66019126115
2025-04-28,268048.38926754816
2025-04-29,265675.9645665563
2025-04-30,263968.97501346783
2025-05-01,254526.43406189486
2025-05-02,253415.53753730314
2025-05-03,249242.2189830336
2025-05-04,245730.71070720843
2025-05-05,236828.96388800643
2025-05-06,233809.8610848809
2025-05-07,192264.14430392458
2025-05-08,199304.47727455612
2025-05-09,195756.71498205798
2025-05-10,197603.6353542513
2025-05-11,198172.34885308496
2025-05-12,191724.71590866748
2025-05-13,176390.34655749623
2025-05-14,186863.5823985832
2025-05-15,147187.71321039033
2025-05-16,125575.97243540676
2025-05-17,126297.47998564041
2025-05-18,131976.95616625127
2025-05-19,135505.67381302355
2025-05-20,96837.6280159083
2025-05-21,111481.14401111953
2025-05-22,96220.79882199115
2025-05-23,75394.96556860881
2025-05-24,72919.29072366099
2025-05-25,83573.75911129804
2025-05-26,69455.86208119628
2025-05-27,65989.78913000366
2025-05-28,63733.4187401863
2025-05-29,39496.53373915765
2025-05-30,38980.655189498895
2025-05-31,35608.162742735425
2025-06-01,29121.07933534651
2025-06-02,13056.521579874927
2025-06-03,25018.968614392106
2025-06-04,20885.919630377924
2025-06-05,18480.290663288997
2025-06-06,8366.653973088029
2025-06-07,8975.833549712826
2025-06-08,8975.833549712826
2025-06-09,1208.5231191398448
2025-06-10,2411.2658426754206
2025-06-11,4789.8986052848695
2025-06-12,4782.838057571057
2025-06-13,602.5346494443417
2025-06-14,1795.4014728788538
2025-06-15,1795.4014728788538
2025-06-16,4202.747752065751
2025-06-17,2987.4365846922033
2025-06-18,4789.8986052848695
2025-06-19,1182.6249549496479
2025-06-20,4202.747752065751
2025-06-21,4795.413038962052
2025-06-22,12611.050275260326
2025-06-23,4789.8986052848695
2025-06-24,2987.4365846922037
2025-06-25,4782.838057571057
2025-06-26,4782.838057571057
2025-06-27,4187.748420174389
2025-06-28,2987.4365846922037
2025-06-29,2385.3676784852237
2025-06-30,5985.871588224547
2025-07-01,602.5346494443417
2025-07-02,2407.3462791868974
2025-07-03,6592.174380790059
2025-07-04,6592.174380790059
2025-07-05,6592.174380790059
2025-07-06,6592.174380790059
2025-07-07,6592.174380790059
2025-07-08,6592.174380790059
2025-07-09,0.0
2025-07-10,8394.636401382726
2025-07-11,8394.636401382726
2025-07-12,1805.2773729799176
2025-07-13,2407.3462791868974
2025-07-14,4202.747752065751
2025-07-15,6005.209772658418
2025-07-16,2407.3462791868974
2025-07-17,4202.747752065751
2025-07-18,2407.3462791868974
2025-07-19,602.5346494443417
2025-07-20,2407.3462791868974
2025-07-21,2407.3462791868974
2025-07-22,1805.2773729799176
2025-07-23,1805.2773729799176
2025-07-24,4202.747752065751
2025-07-25,11385.132082794526
2025-07-26,4202.747752065751
2025-07-27,4202.747752065751
2025-07-28,2407.3462791868974
2025-07-29,2407.3462791868974
2025-07-30,602.5346494443417
2025-07-31,6005.209772658418
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,3588.3789031201536
2025-10-02,3588.3789031201536
2025-10-03,3588.3789031201536
2025-10-04,3588.3789031201536
2025-10-05,3588.3789031201536
2025-10-06,3588.3789031201536
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,1182.6249549496479
2025-10-10,1182.6249549496479
2025-10-11,580.0903055053062
2025-10-12,1182.6249549496479
2025-10-13,1172.7555924016076
2025-10-14,1172.7555924016076
2025-10-15,1182.6249549496479
2025-10-16,602.5346494443417
2025-10-17,602.5346494443417
2025-10-18,602.5346494443417
2025-10-19,3494.2612723289053
2025-10-20,0.0
2025-10-21,4089.677968528326
2025-10-22,1182.6249549496479
2025-10-23,1208.523119139845
2025-10-24,1182.6249549496479
2025-10-25,1182.6249549496479
2025-10-26,602.5346494443417
2025-10-27,602.5346494443417
2025-10-28,1182.6249549496479
2025-10-29,1182.6249549496479
2025-10-30,8422.187643636293
2025-10-31,2385.3676784852237
2025-11-01,2987.4365846922037
2025-11-02,1182.6249549496479
2025-11-03,602.5346494443417
2025-11-04,1182.6249549496479
2025-11-05,2987.4365846922037
2025-11-06,2987.4365846922037
2025-11-07,4789.89860528487
2025-11-08,4789.89860528487
2025-11-09,5989.811778109417
2025-11-10,4789.89860528487
2025-11-11,4209.808299779564
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,11372.195385844738
2025-11-15,11372.195385844738
2025-11-16,23632.59668643048
2025-11-17,48608.076540514776
2025-11-18,27542.937866814173
2025-11-19,27542.937866814173
2025-11-20,11372.195385844738
2025-11-21,11372.195385844738
2025-11-22,11372.195385844738
2025-11-23,11372.195385844738
2025-11-24,46521.34247022378
2025-11-25,65913.30777628931
2025-11-26,72400.25177119095
2025-11-27,70045.37024546301
2025-11-28,67680.08986877762
2025-11-29,67680.08986877762
2025-11-30,67680.08986877762
2025-12-01,67680.08986877762
2025-12-02,67680.08986877762
2025-12-03,67680.08986877762
2025-12-04,140345.00375427457
2025-12-05,178802.92691934542
2025-12-06,179867.39510923275
2025-12-07,180985.95236192888
2025-12-08,187403.79335282795
2025-12-09,182684.4354982069
2025-12-10,189747.03953264692
2025-12-11,181424.37876670918
2025-12-12,160106.56177520915
2025-12-13,160106.56177520915
2025-12-14,160106.56177520915
2025-12-15,148845.21385888377
2025-12-16,158347.1512346664
2025-12-17,166070.78969638963
2025-12-18,154182.93802782983
2025-12-19,152464.34390284194
2025-12-20,155951.92326140596
2025-12-21,144691.17079864425
2025-12-22,150703.2827850001
2025-12-23,131211.16127793098
2025-12-24,131211.16127793098
2025-12-25,152370.21029556842
2025-12-26,165924.35655642915
2025-12-27,183047.28543450308
2025-12-28,183047.28543450308
2025-12-29,174696.31591393397
2025-12-30,171141.81272245606
2025-12-31,181315.5163845519
2026-01-01,197314.93305834002
2026-01-02,202672.4845633639
2026-01-03,211517.03574653206
2026-01-04,211517.03574653206
2026-01-05,252175.3618901424
2026-01-06,244559.0362252693

2026-01-07,243991.21517584895
2026-01-08,252198.54973621477
2026-01-09,259224.64907817298
2026-01-10,266248.34957470314
2026-01-11,267999.9298110471
2026-01-12,267401.30795562617
2026-01-13,272083.3359638188
2026-01-14,273251.2316058501
2026-01-15,277345.68876948237
2026-01-16,284352.67893975606
2026-01-17,280850.18817006086
2026-01-18,277337.1919228147
2026-01-19,275585.60512207675
2026-01-20,272669.6256719657
2026-01-21,268569.75227461924
2026-01-22,268569.75227461924
2026-01-23,254497.85743897624
2026-01-24,262130.71227327848
2026-01-25,267398.6236040688
2026-01-26,277351.84052636416
2026-01-27,278518.9533057465
2026-01-28,282601.4167928093
2026-01-29,286096.4363151481
2026-01-30,287270.9695193154
2026-01-31,284360.35228351405
2026-02-01,289607.1349371039
2026-02-02,292513.99269308033
2026-02-03,294268.39957860764
2026-02-04,298340.54236501985
2026-02-05,299501.9678393584
2026-02-06,301252.5318710305
2026-02-07,300669.26649559266
2026-02-08,298344.7021567604
2026-02-09,298344.7021567604
2026-02-10,294268.39957860764
2026-02-11,298926.2750784569
2026-02-12,297175.78745044733
2026-02-13,296599.4600685934
2026-02-14,298344.7021567604
2026-02-15,292526.8928694131
2026-02-16,292526.8928694131
2026-02-17,283205.3650540218
2026-02-18,275620.6170226612
2026-02-19,276201.39498529944
2026-02-20,266839.28168941726
2026-02-21,247610.6681790449
2026-02-22,223548.0696772585
2026-02-23,226605.34478705452
2026-02-24,269770.5301112749
2026-02-25,282617.01885358465
2026-02-26,289027.6519340999
2026-02-27,293688.7758361304
2026-02-28,294268.39957860764
2026-03-01,298344.7021567604
2026-03-02,300086.84383138
2026-03-03,300669.26649559266
2026-03-04,301836.6328743033
2026-03-05,302997.36907747114
2026-03-06,304161.49743741925
2026-03-07,303580.68773768574
2026-03-08,304744.8160976338
2026-03-09,305323.97383533244
2026-03-10,304744.8160976338
2026-03-11,304744.8160976338
2026-03-12,301252.5318710305
2026-03-13,301836.6328743033
2026-03-14,301252.5318710305
2026-03-15,304744.8160976338
2026-03-16,304744.8160976338
2026-03-17,304744.8160976338
2026-03-18,304744.8160976338
2026-03-19,304744.8160976338
2026-03-20,306484.8422595148
2026-03-21,307649.06799896405
2026-03-22,302997.36907747114
2026-03-23,302997.36907747114
2026-03-24,301836.6328743033
2026-03-25,302416.5734666495
2026-03-26,300086.84383138
2026-03-27,300086.84383138
2026-03-28,298920.3949176619
2026-03-29,300086.84383138
2026-03-30,301252.5318710305
2026-03-31,301252.5318710305
2026-04-01,301252.5318710305
2026-04-02,301252.5318710305
2026-04-03,302416.5734666495
2026-04-04,301836.6328743033
2026-04-05,302416.5734666495
2026-04-06,301836.6328743033
2026-04-07,301836.6328743033
2026-04-08,303000.7612342515
2026-04-09,298910.13924779295
2026-04-10,296600.255556507
2026-04-11,288442.00551999005
2026-04-12,287862.5335536142
2026-04-13,289617.78444723913
