time,ice_free,new_young,thin_FY,medium_FY,thick_FY,multiyear
2023-11-25,344919.10700249753,1338.2273277516083,0.0,0.0,0.0,0.0
2023-11-26,345055.11531441816,1202.219015831011,0.0,0.0,0.0,0.0
2023-11-27,345055.11531441816,1202.219015831011,0.0,0.0,0.0,0.0
2023-11-28,345055.11531441816,1202.219015831011,0.0,0.0,0.0,0.0
2023-11-29,345055.11531441816,1202.219015831011,0.0,0.0,0.0,0.0
2023-11-30,345183.13521396753,1074.1991162816616,0.0,0.0,0.0,0.0
2023-12-01,345183.13521396753,1074.1991162816616,0.0,0.0,0.0,0.0
2023-12-02,344244.57318652543,2012.7611437237215,0.0,0.0,0.0,0.0
2023-12-03,344244.57318652543,2012.7611437237215,0.0,0.0,0.0,0.0
2023-12-04,343979.11373722134,2278.2205930278465,0.0,0.0,0.0,0.0
2023-12-05,343392.5362791625,2864.7980510866896,0.0,0.0,0.0,0.0
2023-12-06,343668.48525547603,2588.8490747731535,0.0,0.0,0.0,0.0
2023-12-07,343044.25971813436,3213.074612114821,0.0,0.0,0.0,0.0
2023-12-08,341515.7845131266,4741.54981712254,0.0,0.0,0.0,0.0
2023-12-09,338749.95665859047,7507.377671658696,0.0,0.0,0.0,0.0
2023-12-10,333971.98321881867,12285.351111430522,0.0,0.0,0.0,0.0
2023-12-11,328356.0315659221,17901.30276432712,0.0,0.0,0.0,0.0
2023-12-12,326952.4100806023,19304.92424964693,0.0,0.0,0.0,0.0
2023-12-13,325934.87754123507,20126.79178805923,195.6650009548994,0.0,0.0,0.0
2023-12-14,324679.7779368943,21509.91129194932,67.6451014055501,0.0,0.0,0.0
2023-12-15,321692.32577042363,24565.008559825546,0.0,0.0,0.0,0.0
2023-12-16,322267.6799505964,23927.863241727297,61.79113792541705,0.0,0.0,0.0
2023-12-17,323440.8699105564,21696.23641818834,1120.2280015043834,0.0,0.0,0.0
2023-12-18,324716.83918022655,20732.194630528116,808.3005194945194,0.0,0.0,0.0
2023-12-19,324184.2201965916,19767.67749170564,940.5588042152588,646.151817384098,523.0344280390482,195.69159231348763
2023-12-20,321672.93524427386,21369.23761337038,1191.6074639217613,711.4439610358161,1312.110047647367,0.0
2023-12-21,319511.196913705,21728.581212954752,3068.1652072403035,1034.4253927091347,914.9656036400075,0.0
